;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Sweep Time (s);717.000E-3;20.717E+0;40.724E+0;60.725E+0;80.724E+0;100.725E+0;120.725E+0;140.724E+0;160.738E+0;180.738E+0;200.749E+0;220.749E+0;240.749E+0;260.749E+0;280.748E+0;300.748E+0;320.748E+0;340.752E+0;360.751E+0;380.751E+0;400.752E+0;420.751E+0;440.759E+0;460.760E+0;480.759E+0;500.759E+0;520.759E+0;540.760E+0;560.759E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-167.129E-12;-176.589E-12;-209.699E-12;-201.816E-12;-208.123E-12;-217.583E-12;-220.736E-12;-227.043E-12;-239.656E-12;-279.073E-12;-297.994E-12;-357.908E-12;-9.947E-9;-9.634E-9;-9.733E-9;-9.254E-9;-4.326E-9;-3.853E-9;-3.767E-9;-3.710E-9;-3.730E-9;-6.539E-9;-6.282E-9;-6.289E-9;-6.237E-9;-6.064E-9;-6.140E-9;-6.345E-9;-6.248E-9
2;100;-175.012E-12;-173.435E-12;-209.699E-12;-204.969E-12;-203.392E-12;-209.699E-12;-216.006E-12;-228.619E-12;-222.313E-12;-279.073E-12;-286.957E-12;-364.214E-12;-9.952E-9;-9.627E-9;-9.730E-9;-9.263E-9;-4.333E-9;-3.850E-9;-3.770E-9;-3.705E-9;-3.735E-9;-6.542E-9;-6.280E-9;-6.283E-9;-6.242E-9;-6.059E-9;-6.136E-9;-6.341E-9;-6.244E-9
3;200;-173.435E-12;-181.319E-12;-206.546E-12;-212.853E-12;-212.853E-12;-223.889E-12;-217.583E-12;-238.080E-12;-230.196E-12;-285.380E-12;-283.803E-12;-361.061E-12;-9.947E-9;-9.641E-9;-9.741E-9;-9.271E-9;-4.336E-9;-3.842E-9;-3.782E-9;-3.705E-9;-3.730E-9;-6.548E-9;-6.280E-9;-6.286E-9;-6.237E-9;-6.064E-9;-6.119E-9;-6.345E-9;-6.250E-9
4;300;-173.435E-12;-176.589E-12;-204.969E-12;-212.853E-12;-208.123E-12;-216.006E-12;-228.619E-12;-234.926E-12;-233.350E-12;-286.957E-12;-296.417E-12;-351.601E-12;-9.941E-9;-9.648E-9;-9.723E-9;-9.268E-9;-4.344E-9;-3.852E-9;-3.770E-9;-3.715E-9;-3.743E-9;-6.540E-9;-6.283E-9;-6.282E-9;-6.247E-9;-6.058E-9;-6.129E-9;-6.349E-9;-6.252E-9
5;400;-176.589E-12;-178.166E-12;-192.356E-12;-204.969E-12;-219.159E-12;-214.429E-12;-228.619E-12;-231.773E-12;-236.503E-12;-285.380E-12;-293.264E-12;-362.638E-12;-9.919E-9;-9.648E-9;-9.716E-9;-9.260E-9;-4.353E-9;-3.847E-9;-3.765E-9;-3.721E-9;-3.746E-9;-6.546E-9;-6.285E-9;-6.293E-9;-6.244E-9;-6.050E-9;-6.124E-9;-6.341E-9;-6.239E-9
6;500;-168.705E-12;-170.282E-12;-200.239E-12;-208.123E-12;-206.546E-12;-219.159E-12;-220.736E-12;-227.043E-12;-234.926E-12;-286.957E-12;-296.417E-12;-368.945E-12;-9.928E-9;-9.656E-9;-9.717E-9;-9.263E-9;-4.345E-9;-3.850E-9;-3.762E-9;-3.712E-9;-3.751E-9;-6.551E-9;-6.286E-9;-6.293E-9;-6.237E-9;-6.053E-9;-6.141E-9;-6.346E-9;-6.255E-9
7;600;-168.705E-12;-173.435E-12;-208.123E-12;-206.546E-12;-203.392E-12;-216.006E-12;-222.313E-12;-219.159E-12;-249.116E-12;-275.920E-12;-294.840E-12;-362.638E-12;-9.917E-9;-9.657E-9;-9.714E-9;-9.280E-9;-4.342E-9;-3.863E-9;-3.746E-9;-3.708E-9;-3.749E-9;-6.554E-9;-6.296E-9;-6.300E-9;-6.241E-9;-6.054E-9;-6.143E-9;-6.348E-9;-6.248E-9
8;700;-178.166E-12;-181.319E-12;-212.853E-12;-211.276E-12;-209.699E-12;-220.736E-12;-217.583E-12;-228.619E-12;-238.080E-12;-277.497E-12;-297.994E-12;-368.945E-12;-9.922E-9;-9.645E-9;-9.708E-9;-9.274E-9;-4.345E-9;-3.850E-9;-3.754E-9;-3.715E-9;-3.756E-9;-6.545E-9;-6.291E-9;-6.293E-9;-6.250E-9;-6.054E-9;-6.144E-9;-6.352E-9;-6.247E-9
